,Assignee Location,Assignee Name,Fields,Patent Number,Title (Patent Number),fetched,Year,CPC Category
313,"St. Louis, MO",MONSANTO COMPANY,B,"4,443,233",#4443233,True,1984,"Performing Operations, Transporting"
314,"Chicago, IL",FLEX-KLEEN CORPORATION,B,"4,443,237",#4443237,True,1984,"Performing Operations, Transporting"
315,"Paris, FR",PECHINEY UGINE KUHLMANN,C,"4,443,306",#4443306,True,1984,"Chemistry, Metallurgy"
316,"Philadelphia, PA",ROHM AND HAAS COMPANY,C,"4,443,383",#4443383,True,1984,"Chemistry, Metallurgy"
317,"Pittsburgh, PA",WESTINGHOUSE ELECTRIC CORP.,H,"4,443,526",#4443526,True,1984,Electricity
318,"Oakland, CA",HARSHAW/FILTROL PARTNERSHIP,B,"4,443,553",#4443553,True,1984,"Performing Operations, Transporting"
319,"Norwalk, CT",THE PURDUE FREDERICK COMPANY,C,"4,443,616",#4443616,True,1984,"Chemistry, Metallurgy"
320,"New York, NY",COLT INDUSTRIES OPERATING CORP,B,"4,443,682",#4443682,True,1984,"Performing Operations, Transporting"
321,"New York, NY",U.S. PHILIPS CORPORATION,G,"4,443,874",#4443874,True,1984,Physics
322,"Indianapolis, IN",BEST LOCK CORPORATION,E,"4,444,034",#4444034,True,1984,Fixed Construction
323,"Kalamazoo, MI",BORROUGHS TOOL & EQUIPMENT CORPORATION,G,"4,444,065",#4444065,True,1984,Physics
324,"Julich, DE",KERNFORSCHUNGSANLAGE JULICH GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,F,"4,444,126",#4444126,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
325,"Milwaukee, WI",RENNER MANUFACTURING COMPANY,B,"4,444,287",#4444287,True,1984,"Performing Operations, Transporting"
326,"Reno, NV","OMAC, INC.",B,"4,444,365",#4444365,True,1984,"Performing Operations, Transporting"
328,"Tokyo, JP",K. K. TOKYO KEIKI,G,"4,444,442",#4444442,True,1984,Physics
329,"Rolling Meadows, IL",GOULD INC.,G,"4,444,458",#4444458,True,1984,Physics
330,"Irvine, CA",BENTLEY LABORATORIES,A,"4,444,498",#4444498,True,1984,Human Necessities
331,"Toledo, OH","OWENS-ILLINOIS, INC.",B,"4,444,613",#4444613,True,1984,"Performing Operations, Transporting"
332,"Yokohama, JP","CHIYODA CHEMICAL ENGINEERING & CONSTRUCTION CO., LTD.",B,"4,444,655",#4444655,True,1984,"Performing Operations, Transporting"
333,"Wiesbaden, DE",LINDE AKTIENGESELLSCHAFT,C,"4,444,698",#4444698,True,1984,"Chemistry, Metallurgy"
334,"Midland, MI",DOW CORNING CORPORATION,C,"4,444,940",#4444940,True,1984,"Chemistry, Metallurgy"
335,"St. Paul, MN",MINNESOTA MINING AND MANUFACTURING COMPANY,C,"4,444,975",#4444975,True,1984,"Chemistry, Metallurgy"
336,"White Haven, PA","ELECTRONICS, MISSILES & COMMUNICATIONS, INC.",H,"4,445,100",#4445100,True,1984,Electricity
338,"Tokyo, JP","DISCO CO., LTD.",B,"4,445,300",#4445300,True,1984,"Performing Operations, Transporting"
339,"Kobe, JP",KABUSHIKI KAISHA KOBE SEIKO SHO,B,"4,445,350",#4445350,True,1984,"Performing Operations, Transporting"
340,"Los Angeles, CA",THE GARRETT CORPORATION,G,"4,445,377",#4445377,True,1984,Physics
341,"Solna, SE","LANDSTINGENS INKOPSCENTRAL, LIC",A,"4,445,506",#4445506,True,1984,Human Necessities
342,"Lane Cove, AU",TELECTRONICS PTY. LTD.,A,"4,445,511",#4445511,True,1984,Human Necessities
344,"Beloit, WI",BELOIT CORPORATION,B,"4,445,646",#4445646,True,1984,"Performing Operations, Transporting"
345,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,B,"4,445,719",#4445719,True,1984,"Performing Operations, Transporting"
346,"London, GB2",POST OFFICE,C,"4,445,754",#4445754,True,1984,"Chemistry, Metallurgy"
347,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",G,"4,445,778",#4445778,True,1984,Physics
349,"Tallmadge, OH",U.C. INDUSTRIES,B,"4,445,837",#4445837,True,1984,"Performing Operations, Transporting"
352,"Palo Alto, CA",ALZA CORPORATION,A,"4,445,889",#4445889,True,1984,Human Necessities
353,"Herne, DE",MANNESMANN VEBA UMWELTTECHNIK GMBH,B,"4,445,906",#4445906,True,1984,"Performing Operations, Transporting"
354,"Wilmington, DE",E. I. DU PONT DE NEMOURS & CO.,G,"4,446,059",#4446059,True,1984,Physics
355,"St. Louis, MO",MONSANTO COMPANY,C,"4,446,061",#4446061,True,1984,"Chemistry, Metallurgy"
356,"Gibbsboro, NJ","HRI, INC.",C,"4,446,070",#4446070,True,1984,"Chemistry, Metallurgy"
357,"New York, NY",MOBIL OIL CORPORATION,C,"4,446,243",#4446243,True,1984,"Chemistry, Metallurgy"
358,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"4,446,259",#4446259,True,1984,"Chemistry, Metallurgy"
359,"Tokyo, JP",MITSUBISHI DENKI KABUSHIKI KAISHA,H,"4,446,347",#4446347,True,1984,Electricity
361,"Melbourne, FL",HARRIS CORPORATION,H,"4,446,444",#4446444,True,1984,Electricity
363,DE,ROTHENBERGER GMBH & CO. WERKZEUGE-MASCHINEN KG,B,"4,446,620",#4446620,True,1984,"Performing Operations, Transporting"
365,"Peoria, IL",CATERPILLAR TRACTOR CO.,F,"4,446,758",#4446758,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
366,"Peoria, IL","INTERNATIONAL FOOD EQUIPMENT, INC.",A,"4,446,775",#4446775,True,1984,Human Necessities
367,"Bofors, SE",AKTIEBOLAGET BOFORS,F,"4,446,794",#4446794,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
368,"Detroit, MI",GENERAL MOTORS CORPORATION,F,"4,446,809",#4446809,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
369,"Nishio, JPToyota Jidosha Kabushiki Kaisha","NIPPON SOKEN, INC.",F,"4,446,839",#4446839,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
370,JP,DAINIPPON SCREEN SEIZO KABUSHIKI KAISHA,H,"4,447,113",#4447113,True,1984,Electricity
371,"Tokyo, JP",ASAHI KOGAKU KOGYO KABUSHIKI KAISHA,G,"4,447,138",#4447138,True,1984,Physics
372,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"4,447,147",#4447147,True,1984,Physics
373,"Armonk, NY",IBM CORP.,G,"4,447,152",#4447152,True,1984,Physics
376,"White Haven, PA","ENDOSCOPY SURGICAL SYSTEMS, INC.",A,"4,447,227",#4447227,True,1984,Human Necessities
377,"Paris, FRCentre National de la Recherche Scientifique",COMMISSARIAT A L'ENERGIE ATOMIQUE,C,"4,447,305",#4447305,True,1984,"Chemistry, Metallurgy"
378,"Malmo, SE",AB FERROSAN,C,"4,447,433",#4447433,True,1984,"Chemistry, Metallurgy"
380,"Osaka, JP","MITA INDUSTRIAL CO., LTD.",G,"4,447,514",#4447514,True,1984,Physics
381,"Bartlesville, OK",PHILLIPS PETROLEUM COMPANY,B,"4,447,554",#4447554,True,1984,"Performing Operations, Transporting"
382,"Tokyo, JP",YOKOGAWA HOKUSHIN ELECTRIC CORPORATION,B,"4,447,559",#4447559,True,1984,"Performing Operations, Transporting"
383,"Niagara Falls, NY",OCCIDENTAL CHEMICAL CORPORATION,C,"4,447,572",#4447572,True,1984,"Chemistry, Metallurgy"
384,"Rochester, NY",EASTMAN KODAK COMPANY,C,"4,447,617",#4447617,True,1984,"Chemistry, Metallurgy"
385,"Tokyo, JP",NIPPON KOGAKU K.K.,G,"4,447,717",#4447717,True,1984,Physics
386,"Spartanburg, SC","YOUNG ENGINEERING, INC.",D,"4,447,937",#4447937,True,1984,"Textiles, Paper"
387,"Compton, CA",HOLLYWOOD ACCESSORIES,E,"4,448,005",#4448005,True,1984,Fixed Construction
388,"Houston, TX",GEOSOURCE INC.,G,"4,448,057",#4448057,True,1984,Physics
389,"Lane Cove, AU",TELECTRONICS PTY. LTD.,A,"4,448,197",#4448197,True,1984,Human Necessities
391,"Easley, SC",PLATT SACO LOWELL CORPORATION,G,"4,448,272",#4448272,True,1984,Physics
392,"Tokyo, JP",HONDA GIKEN KOGYO KABUSHIKI KAISHA,B,"4,448,279",#4448279,True,1984,"Performing Operations, Transporting"
393,"Chicago, IL",NATIONAL CAN CORPORATION,B,"4,448,322",#4448322,True,1984,"Performing Operations, Transporting"
394,"Middletown, CT",RAYMOND ENGINEERING INC.,G,"4,448,368",#4448368,True,1984,Physics
396,DE,HOWALDTSWERKE-DEUTSCHE WERFT AKTIENGESELLSCHAFT HAMBURG UND KIEL,B,"4,448,425",#4448425,True,1984,"Performing Operations, Transporting"
397,"Aichi, JP",KABUSHIKI KAISHA TOKAI RIKA DENKI SEISAKUSHO,B,"4,448,488",#4448488,True,1984,"Performing Operations, Transporting"
398,"Tokyo, JP","MITSUBISHI RAYON CO., LTD.",B,"4,448,537",#4448537,True,1984,"Performing Operations, Transporting"
399,"Midland, MI",THE DOW CHEMICAL COMPANY,B,"4,448,708",#4448708,True,1984,"Performing Operations, Transporting"
400,"Cincinnati, OH",THE HILTON-DAVIS CHEMICAL CO.,C,"4,448,722",#4448722,True,1984,"Chemistry, Metallurgy"
401,"Toledo, OH",OWENS-CORNING FIBERGLAS CORPORATION,C,"4,448,911",#4448911,True,1984,"Chemistry, Metallurgy"
402,"Courbevoie, FR",RHONE POULENC SPECIALITES CHIMIQUES,C,"4,448,923",#4448923,True,1984,"Chemistry, Metallurgy"
403,"Yao, JP","HOSIDEN ELECTRONICS, CO., LTD.",H,"4,449,022",#4449022,True,1984,Electricity
404,"Kyoto, JP",OMRON TATEISI ELECTRONICS CO.,G,"4,449,144",#4449144,True,1984,Physics
407,"Pittsburgh, PA",WESTINGHOUSE ELECTRIC CORP.,F,"4,449,376",#4449376,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
408,"Cleveland, OH",EATON CORPORATION,D,"4,449,384",#4449384,True,1984,"Textiles, Paper"
409,"Dijon-Saint-Apollinaire, FR",ANTIVOLS SIMPLEX,E,"4,449,385",#4449385,True,1984,Fixed Construction
410,"Schweinfurt, DE",SKF KUGELLAGERFABRIKEN GMBH,B,"4,449,421",#4449421,True,1984,"Performing Operations, Transporting"
411,"Southbridge, MA",AMERICAN OPTICAL CORPORATION,B,"4,449,477",#4449477,True,1984,"Performing Operations, Transporting"
412,"Paramus, NJ",BECTON DICKINSON AND COMPANY,A,"4,449,529",#4449529,True,1984,Human Necessities
413,"Illertissen, DE",DIMTER GMBH MASCHINENFABRIK,B,"4,449,558",#4449558,True,1984,"Performing Operations, Transporting"
415,Plastics Ltd.,JOHNSEN & JORGENSEN,B,"4,449,638",#4449638,True,1984,"Performing Operations, Transporting"
416,"Vaduz, LI",CENSOR PATENT- UND VERSUCHS-ANSTALT,F,"4,449,650",#4449650,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
418,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"4,449,812",#4449812,True,1984,Physics
419,"Braunschweig, DE",BUHLER-MIAG GMBH,B,"4,449,863",#4449863,True,1984,"Performing Operations, Transporting"
420,"Siler City, NC","BASIC MACHINERY CO., INC.",B,"4,449,909",#4449909,True,1984,"Performing Operations, Transporting"
421,"Cleveland, OH",THE STANDARD OIL COMPANY,B,"4,450,059",#4450059,True,1984,"Performing Operations, Transporting"
422,"Emeryville, CA",CETUS CORPORATION,C,"4,450,103",#4450103,True,1984,"Chemistry, Metallurgy"
423,"Geleen, NL",STAMICARBON B.V.,C,"4,450,142",#4450142,True,1984,"Chemistry, Metallurgy"
424,"Westbury, NY",METCO INCORPORATED,C,"4,450,184",#4450184,True,1984,"Chemistry, Metallurgy"
425,"St. Paul, MN",MINNESOTA MINING AND MANUFACTURING COMPANY,G,"4,450,230",#4450230,True,1984,Physics
426,"Boulder, CO","BIOSTAR MEDICAL PRODUCTS, INC.",G,"4,450,231",#4450231,True,1984,Physics
427,"Moriguchi, JP","SANYO ELECTRIC CO., LTD.",H,"4,450,399",#4450399,True,1984,Electricity
428,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,G,"4,450,406",#4450406,True,1984,Physics
429,"Toronto, CA",BADER BROTHERS LIMITED,A,"4,450,638",#4450638,True,1984,Human Necessities
430,"White Plains, NY","NORLIN INDUSTRIES, INC.",G,"4,450,748",#4450748,True,1984,Physics
433,"Columbus, IN","CUMMINS ENGINE COMPANY, INC.",F,"4,450,783",#4450783,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
434,"Minneapolis, MN","HORTON MANUFACTURING, CO.",F,"4,450,947",#4450947,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
435,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",G,"4,451,142",#4451142,True,1984,Physics
437,"Tokyo, JP",SEIKO INSTRUMENTS & ELECTRONICS LTD.,G,"4,451,159",#4451159,True,1984,Physics
438,"Osaka, JP",KANEGAFUCHI KAGAKU KOGYO KABUSHIKI KAISHA,B,"4,451,317",#4451317,True,1984,"Performing Operations, Transporting"
440,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"4,451,532",#4451532,True,1984,Physics
441,"Tokyo, JP",AGENCY OF INDUSTRIAL SCIENCE AND TECHNOLOGY,C,"4,451,678",#4451678,True,1984,"Chemistry, Metallurgy"
442,"New York, NY",RCA CORPORATION,H,"4,451,807",#4451807,True,1984,Electricity
443,"Beverly Hills, CA","LITTON SYSTEMS, INC.",F,"4,451,811",#4451811,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
445,"Philadelphia, PA",GENERAL ELECTRIC COMPANY,G,"4,451,901",#4451901,True,1984,Physics
446,"Englewood, CO","MOLITOR INDUSTRIES, INC.",B,"4,451,960",#4451960,True,1984,"Performing Operations, Transporting"
447,"Jeannette, PA","ELLIOTT TURBOMACHINERY COMPANY, INC.",F,"4,451,979",#4451979,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
448,"Neuherberg, DE",GESELLSCHAFT FUR STRAHLEN- UND UMWELTFORSCHUNG MBH,G,"4,452,083",#4452083,True,1984,Physics
449,"Montvale, NJ","AIRCO, INC.",G,"4,452,090",#4452090,True,1984,Physics
451,"Stuttgart, DE",ROBERT BOSCH GMBH,F,"4,452,189",#4452189,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
453,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"4,452,627",#4452627,True,1984,"Chemistry, Metallurgy"
454,"London, GB2",UNIVERSITY COLLEGE LONDON,A,"4,452,672",#4452672,True,1984,Human Necessities
455,"Paramus, NJ",BECTON DICKINSON AND COMPANY,C,"4,452,679",#4452679,True,1984,"Chemistry, Metallurgy"
457,"Glen Head, NY","LUNDY ELECTRONICS & SYSTEMS, INC.",G,"4,453,268",#4453268,True,1984,Physics
458,"Dusseldorf, DE","DR. CARL HAHN, G.M.B.H.",A,"4,453,296",#4453296,True,1984,Human Necessities
459,"Torrance, CA","ENVIRONMENTALLY SAFE PRODUCTS, CORP.",A,"4,453,337",#4453337,True,1984,Human Necessities
460,"Friedrichshafen, DE",MTU MOTOREN- UND TURBINEN-UNION FRIEDRICHSHAFEN GMBH,F,"4,453,381",#4453381,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
462,"Montreal, CA",NORTHERN TELECOM LIMITED,F,"4,453,689",#4453689,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
464,"Uberlingen, DE","BODENSEEWERK PERKIN-ELMER & CO., GMBH",G,"4,453,826",#4453826,True,1984,Physics
465,PA,"DUEL INTERNATIONAL STATIONARY CO., LTD.",B,"4,453,850",#4453850,True,1984,"Performing Operations, Transporting"
466,"Munich, DE",FIRMA JOSEF RIEPL BAU-AG,E,"4,453,861",#4453861,True,1984,Fixed Construction
467,"Boston, MA",STONE & WEBSTER ENGINEERING CORP.,B,"4,453,865",#4453865,True,1984,"Performing Operations, Transporting"
468,"Werndorf, AT",VIANOVA KUNSTHARZ A.G.,C,"4,453,982",#4453982,True,1984,"Chemistry, Metallurgy"
469,"Leverkusen, DE",BAYER AKTIENGESELLSCHAFT,C,"4,454,071",#4454071,True,1984,"Chemistry, Metallurgy"
470,"Boston, MA",FORSYTH DENTAL INFIRMARY FOR CHILDREN,A,"4,454,110",#4454110,True,1984,Human Necessities
471,"Pittsburgh, PA","BACTEX, INC.",A,"4,454,116",#4454116,True,1984,Human Necessities
472,"Tokyo, JP",RICOH COMPANY LIMITED,G,"4,454,212",#4454212,True,1984,Physics
473,"Gibbsboro, NJ","HRI, INC.",C,"4,454,240",#4454240,True,1984,"Chemistry, Metallurgy"
474,"Tokyo, JP","THE NISSHIN OIL MILLS, LTD.",C,"4,454,329",#4454329,True,1984,"Chemistry, Metallurgy"
475,"Minneapolis, MN",CONTROL DATA CORPORATION,G,"4,454,466",#4454466,True,1984,Physics
476,"Palo Alto, CA",HEWLETT-PACKARD COMPANY,G,"4,454,486",#4454486,True,1984,Physics
478,"New York, NY",CELANESE CORPORATION,D,"4,454,617",#4454617,True,1984,"Textiles, Paper"
479,"Annecy, FR",ETABLISSEMENTS FRANCOIS SALOMON & FILS S.A.,A,"4,454,663",#4454663,True,1984,Human Necessities
480,"Miami, FL","PANELFOLD, INC.",E,"4,454,690",#4454690,True,1984,Fixed Construction
481,"Kariya, JP",AISIN SEIKI KABUSHIKI KAISHA,F,"4,454,718",#4454718,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
482,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE ARMY,G,"4,454,751",#4454751,True,1984,Physics
483,"Mainz-Mombach, DE",FEINMECHANISCHE WERKE MAINZ GMBH,B,"4,454,800",#4454800,True,1984,"Performing Operations, Transporting"
484,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"4,455,063",#4455063,True,1984,Physics
487,"Cincinnati, OH",GROTEKE; DANIEL E.,C,"4,455,238",#4455238,True,1984,"Chemistry, Metallurgy"
488,DE,BASF AKTIENGESELLSCHAFT,C,"4,455,405",#4455405,True,1984,"Chemistry, Metallurgy"
489,"Ardsley, NY",CIBA-GEIGY CORPORATION,A,"4,455,438",#4455438,True,1984,Human Necessities
490,"Houston, TX",SCHLUMBERGER TECHNOLOGY CORPORATION,G,"4,455,529",#4455529,True,1984,Physics
491,"Tokyo, JP",MITSUBISHI DENKI KABUSHIKI KAISHA,H,"4,455,541",#4455541,True,1984,Electricity
492,"Aachen, DE",PISCHINGER; FRANZ,F,"4,455,543",#4455543,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
493,"Tokyo, JP",CANON KABUSHIKI KAISHA,H,"4,455,574",#4455574,True,1984,Electricity
494,JP,TOKYO KOGAKU KIKAI KABUSHIKI KAISHA,G,"4,455,758",#4455758,True,1984,Physics
496,"Palm Beach, FL",GUSTAV DABRINGHAUS REVOCABLE TRUST,F,"4,455,824",#4455824,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
497,"Krefeld, DE",EDUARD KUSTERS MASCHINENFABRIK,D,"4,455,845",#4455845,True,1984,"Textiles, Paper"
498,"Calgary, CA",DOME PETROLEUM LIMITED,B,"4,455,958",#4455958,True,1984,"Performing Operations, Transporting"
502,"Schwelm, DE",GERDES GMBH & CO.,A,"4,456,450",#4456450,True,1984,Human Necessities
503,"Los Angeles, CA",ATLANTIC RICHFIELD COMPANY,C,"4,456,526",#4456526,True,1984,"Chemistry, Metallurgy"
504,"Cincinnati, OH",THE PROCTER & GAMBLE COMPANY,A,"4,456,626",#4456626,True,1984,Human Necessities
505,"New York, NY",INTERNATIONAL TELEPHONE AND TELEGRAPH CORPORATION,H,"4,456,799",#4456799,True,1984,Electricity
507,"Springfield, MA","AMBAC INDUSTRIES, INCORPORATED",F,"4,456,883",#4456883,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
508,"Winterthur, CH",RIETER MACHINE WORKS LTD.,D,"4,457,058",#4457058,True,1984,"Textiles, Paper"
510,"Lekkerkerk, NL","BAMACH, B. V.",A,"4,457,225",#4457225,True,1984,Human Necessities
511,"Hanover, DE",HERMANN BERSTORFF MASCHINENBAU GMBH,B,"4,457,227",#4457227,True,1984,"Performing Operations, Transporting"
512,"Milwaukee, WI",ALLIS-CHALMERS CORP.,A,"4,457,316",#4457316,True,1984,Human Necessities
514,"Mentor, OH",EGC ENTERPRISES INCORP.,F,"4,457,491",#4457491,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
515,"Grand Rapids, MI",STEELCASE INC.,E,"4,457,569",#4457569,True,1984,Fixed Construction
516,"Osaka, JP",SEKISUI KAGAKU KOGYO KABUSHIKI KAISHA,B,"4,457,782",#4457782,True,1984,"Performing Operations, Transporting"
517,"Bloomfield, NJ","LUMMUS CREST, INC.",C,"4,457,834",#4457834,True,1984,"Chemistry, Metallurgy"
518,"New York, NY",COLGATE PALMOLIVE COMPANY,C,"4,457,854",#4457854,True,1984,"Chemistry, Metallurgy"
519,"Toronto, CA",NORANDA MINES LIMITED,C,"4,457,897",#4457897,True,1984,"Chemistry, Metallurgy"
520,"Frankfurt am Main, DE",HOECHST AKTIENGESELLSCHAFT,G,"4,458,000",#4458000,True,1984,Physics
521,"Werndorf, AT","VIANOVA KUNSTHARZ, A.G.",C,"4,458,054",#4458054,True,1984,"Chemistry, Metallurgy"
522,"Duesseldorf, DE",MANNESMANN AG,G,"4,458,155",#4458155,True,1984,Physics
523,"Tokyo, JP",CANON KABUSHIKI KAISHA,H,"4,458,264",#4458264,True,1984,Electricity
525,"Birmingham, GB2",LUCAS INDUSTRIES PLC,H,"4,458,305",#4458305,True,1984,Electricity
526,FI,ENSO-GUTZEIT OY,G,"4,458,360",#4458360,True,1984,Physics
527,"Armonk, NY",IBM CORPORATION,H,"4,458,406",#4458406,True,1984,Electricity
528,"Ponca City, OK",CONOCO INC.,F,"4,458,492",#4458492,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
529,"Milwaukee, WI",ALLIS-CHALMERS CORPORATION,E,"4,458,774",#4458774,True,1984,Fixed Construction
530,"Paris, FR",SOCIETE NATIONALE INDUSTRIELLE ET AEROSPATIALE,B,"4,458,861",#4458861,True,1984,"Performing Operations, Transporting"
531,"Boston, MA",THE KENDALL COMPANY,A,"4,458,877",#4458877,True,1984,Human Necessities
535,"Piscataway, NJ","CHURCH & DWIGHT CO., INC.",C,"4,459,272",#4459272,True,1984,"Chemistry, Metallurgy"
536,"Tokyo, JP","SUMITOMO DUREZ COMPANY, LTD.",B,"4,459,376",#4459376,True,1984,"Performing Operations, Transporting"
537,"Marl, DE",CHEMISCHE WERKE HUELS AKTIENGESELLSCHAFT,C,"4,459,386",#4459386,True,1984,"Chemistry, Metallurgy"
539,RI,TEXTRON INC.,F,"4,459,490",#4459490,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
540,"Tokyo, JP",OLYMPUS OPTICAL COMPANY LIMITED,G,"4,459,624",#4459624,True,1984,Physics
541,"Riverside, IL","CONTEMPORARY, INC.",A,"4,459,772",#4459772,True,1984,Human Necessities
544,"Tokyo, JPMatsushita Electric Industrial Co., Ltd.",HONDA GIKEN KOGYO KABUSHIKI KAISHA,F,"4,459,961",#4459961,True,1984,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
547,"Orange, CA",BAKER INTERNATIONAL CORPORATION,E,"4,460,048",#4460048,True,1984,Fixed Construction
548,"Raritan, NJ",THOMAS & BETTS CORPORATION,H,"4,460,229",#4460229,True,1984,Electricity
549,"Schenectady, NY",GENERAL ELECTRIC COMPANY,B,"4,460,382",#4460382,True,1984,"Performing Operations, Transporting"
550,"Pittsburgh, PA","PPG INDUSTRIES, INC.",C,"4,460,397",#4460397,True,1984,"Chemistry, Metallurgy"
551,"Corte Madera, CA","ARNESON PRODUCTS, INC.",E,"4,460,462",#4460462,True,1984,Fixed Construction
553,"New York, NY",RCA CORPORATION,B,"4,460,656",#4460656,True,1984,"Performing Operations, Transporting"
554,"Pittsburgh, PA",MOBAY CHEMICAL CORPORATION,C,"4,460,733",#4460733,True,1984,"Chemistry, Metallurgy"
555,"Tokyo, JP","HITACHI, LTD.",C,"4,460,783",#4460783,True,1984,"Chemistry, Metallurgy"
556,"Schenectady, NY",GENERAL ELECTRIC COMPANY,C,"4,460,798",#4460798,True,1984,"Chemistry, Metallurgy"
558,"New York, NY",RCA CORPORATION,G,"4,460,868",#4460868,True,1984,Physics
559,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,H,"4,460,910",#4460910,True,1984,Electricity
560,"El Segundo, CA",HUGHES AIRCRAFT COMPANY,H,"4,461,039",#4461039,True,1984,Electricity
